zonal-monthly-mean surface air temperature from ERA5 

Reference for ERA5: Hersbach, H., Bell, B., Berrisford, P., Biavati, G., Horányi, A., Muñoz Sabater, J., Nicolas, J., Peubey, C., Radu, R., Rozum, I., Schepers, D., Simmons, A., Soci, C., Dee, D., Thépaut, J-N. (2023): ERA5 monthly averaged data on single levels from 1940 to present. Copernicus Climate Change Service (C3S) Climate Data Store (CDS), DOI: 10.24381/cds.f17050d7 (Accessed on 28-02-2024) 
 
Latitude	0	1	2	3	4	5	6	7	8	9	10	11
-32.5	293.94	294.26	293.54	291.93	290.08	288.49	287.62	287.49	287.93	289.02	290.62	292.43
-32.25	294.09	294.4	293.67	292.04	290.18	288.57	287.7	287.59	288.06	289.17	290.78	292.59
-32.0	294.26	294.55	293.81	292.17	290.28	288.66	287.79	287.7	288.21	289.34	290.96	292.77
-31.75	294.42	294.7	293.95	292.29	290.38	288.75	287.87	287.81	288.34	289.49	291.13	292.94
-31.5	294.56	294.83	294.08	292.41	290.47	288.83	287.96	287.91	288.47	289.64	291.28	293.09
-31.25	294.72	294.98	294.22	292.53	290.58	288.93	288.05	288.02	288.61	289.8	291.45	293.26
-31.0	294.9	295.14	294.38	292.67	290.7	289.04	288.17	288.16	288.77	289.98	291.64	293.44
-30.75	295.06	295.3	294.53	292.81	290.83	289.17	288.29	288.29	288.93	290.15	291.81	293.61
-30.5	295.19	295.43	294.66	292.94	290.94	289.28	288.4	288.42	289.07	290.3	291.96	293.76
-30.25	295.35	295.57	294.8	293.08	291.08	289.4	288.53	288.56	289.23	290.47	292.14	293.93
-30.0	295.49	295.71	294.94	293.21	291.2	289.52	288.65	288.69	289.38	290.63	292.29	294.08
-29.75	295.6	295.82	295.05	293.33	291.31	289.63	288.76	288.81	289.52	290.77	292.43	294.21
-29.5	295.7	295.92	295.16	293.44	291.42	289.74	288.88	288.94	289.65	290.91	292.57	294.33
-29.25	295.81	296.03	295.27	293.55	291.53	289.85	288.99	289.06	289.79	291.05	292.7	294.45
-29.0	295.91	296.13	295.38	293.67	291.64	289.97	289.11	289.19	289.94	291.2	292.84	294.57
-28.75	296.03	296.25	295.5	293.8	291.77	290.1	289.24	289.34	290.1	291.36	292.98	294.7
-28.5	296.11	296.33	295.59	293.91	291.88	290.21	289.36	289.47	290.23	291.49	293.1	294.8
-28.25	296.2	296.41	295.69	294.02	291.99	290.32	289.48	289.59	290.37	291.62	293.22	294.9
-28.0	296.28	296.5	295.79	294.12	292.1	290.43	289.59	289.71	290.5	291.75	293.34	295.0
-27.75	296.37	296.59	295.88	294.23	292.2	290.53	289.7	289.83	290.63	291.89	293.46	295.1
-27.5	296.45	296.67	295.98	294.34	292.31	290.64	289.81	289.96	290.76	292.02	293.58	295.21
-27.25	296.53	296.75	296.07	294.44	292.41	290.75	289.92	290.08	290.9	292.16	293.7	295.3
-27.0	296.6	296.81	296.15	294.54	292.51	290.85	290.03	290.2	291.03	292.28	293.81	295.39
-26.75	296.67	296.88	296.23	294.64	292.62	290.96	290.14	290.31	291.15	292.41	293.92	295.48
-26.5	296.74	296.94	296.31	294.74	292.72	291.07	290.26	290.44	291.28	292.53	294.03	295.56
-26.25	296.81	297.01	296.39	294.84	292.83	291.18	290.37	290.56	291.41	292.66	294.14	295.65
-26.0	296.88	297.09	296.48	294.95	292.95	291.3	290.5	290.69	291.55	292.79	294.26	295.74
-25.75	296.98	297.18	296.59	295.08	293.09	291.44	290.64	290.84	291.71	292.95	294.4	295.85
-25.5	297.06	297.26	296.68	295.19	293.21	291.56	290.77	290.98	291.85	293.1	294.52	295.95
-25.25	297.12	297.32	296.76	295.29	293.31	291.67	290.88	291.1	291.98	293.23	294.64	296.04
-25.0	297.19	297.39	296.84	295.4	293.43	291.79	291.01	291.24	292.13	293.38	294.76	296.13
-24.75	297.26	297.45	296.93	295.52	293.55	291.92	291.14	291.38	292.28	293.52	294.89	296.22
-24.5	297.32	297.51	297.0	295.62	293.67	292.04	291.27	291.52	292.42	293.66	295.0	296.3
-24.25	297.36	297.55	297.07	295.72	293.78	292.16	291.4	291.64	292.55	293.78	295.09	296.36
-24.0	297.4	297.59	297.13	295.81	293.88	292.27	291.52	291.77	292.68	293.9	295.18	296.43
-23.75	297.44	297.63	297.19	295.9	294.0	292.4	291.65	291.9	292.81	294.02	295.27	296.49
-23.5	297.49	297.68	297.26	296.0	294.12	292.53	291.78	292.04	292.96	294.15	295.37	296.56
-23.25	297.52	297.7	297.3	296.08	294.21	292.64	291.9	292.16	293.08	294.26	295.45	296.61
-23.0	297.53	297.71	297.33	296.14	294.29	292.73	291.99	292.26	293.18	294.35	295.52	296.65
-22.75	297.55	297.73	297.37	296.21	294.38	292.82	292.09	292.37	293.3	294.46	295.59	296.69
-22.5	297.57	297.75	297.41	296.28	294.47	292.92	292.2	292.48	293.4	294.56	295.66	296.73
-22.25	297.58	297.76	297.44	296.36	294.57	293.03	292.31	292.59	293.52	294.66	295.73	296.76
-22.0	297.6	297.78	297.49	296.44	294.67	293.15	292.44	292.72	293.64	294.76	295.81	296.81
-21.75	297.64	297.82	297.55	296.54	294.8	293.29	292.58	292.86	293.77	294.88	295.9	296.86
-21.5	297.66	297.85	297.6	296.62	294.91	293.41	292.72	292.99	293.9	295.0	295.98	296.91
-21.25	297.69	297.88	297.65	296.71	295.02	293.54	292.85	293.12	294.02	295.1	296.05	296.96
-21.0	297.71	297.9	297.69	296.79	295.14	293.67	292.98	293.25	294.14	295.2	296.12	297.0
-20.75	297.7	297.9	297.71	296.85	295.23	293.78	293.1	293.35	294.23	295.27	296.16	297.01
-20.5	297.68	297.9	297.72	296.9	295.31	293.88	293.2	293.45	294.32	295.33	296.18	297.01
-20.25	297.67	297.89	297.73	296.95	295.4	293.98	293.31	293.55	294.41	295.4	296.22	297.01
-20.0	297.66	297.89	297.75	297.01	295.5	294.1	293.43	293.67	294.51	295.48	296.26	297.02
-19.75	297.66	297.89	297.77	297.07	295.6	294.22	293.55	293.79	294.61	295.56	296.3	297.04
-19.5	297.67	297.9	297.8	297.13	295.69	294.33	293.67	293.9	294.71	295.64	296.35	297.06
-19.25	297.68	297.93	297.84	297.21	295.79	294.45	293.78	294.02	294.82	295.73	296.41	297.1
-19.0	297.7	297.94	297.87	297.27	295.89	294.56	293.9	294.13	294.92	295.82	296.47	297.13
-18.75	297.71	297.96	297.9	297.33	295.99	294.67	294.01	294.24	295.02	295.91	296.54	297.16
-18.5	297.71	297.96	297.91	297.38	296.07	294.77	294.11	294.33	295.11	295.99	296.59	297.18
-18.25	297.71	297.97	297.93	297.43	296.14	294.86	294.21	294.43	295.19	296.06	296.63	297.2
-18.0	297.72	297.97	297.94	297.47	296.22	294.96	294.31	294.53	295.29	296.13	296.68	297.22
-17.75	297.73	297.98	297.96	297.52	296.31	295.06	294.42	294.63	295.38	296.21	296.74	297.25
-17.5	297.74	298.0	297.99	297.57	296.4	295.17	294.53	294.74	295.47	296.29	296.79	297.28
-17.25	297.76	298.02	298.02	297.63	296.49	295.28	294.65	294.85	295.57	296.37	296.84	297.31
-17.0	297.78	298.04	298.05	297.68	296.58	295.39	294.76	294.95	295.66	296.44	296.89	297.34
-16.75	297.8	298.07	298.09	297.74	296.67	295.51	294.88	295.06	295.75	296.52	296.95	297.38
-16.5	297.82	298.09	298.11	297.79	296.75	295.61	294.98	295.16	295.84	296.6	297.0	297.41
-16.25	297.84	298.12	298.14	297.84	296.84	295.71	295.09	295.26	295.93	296.66	297.05	297.44
-16.0	297.86	298.13	298.17	297.89	296.93	295.82	295.2	295.36	296.01	296.72	297.09	297.46
-15.75	297.86	298.13	298.18	297.92	296.98	295.9	295.29	295.44	296.06	296.75	297.1	297.47
-15.5	297.83	298.11	298.16	297.91	297.0	295.94	295.34	295.48	296.09	296.75	297.09	297.45
-15.25	297.78	298.07	298.12	297.88	297.01	295.96	295.36	295.5	296.09	296.74	297.06	297.41
-15.0	297.77	298.06	298.12	297.9	297.05	296.03	295.43	295.55	296.13	296.76	297.06	297.4
-14.75	297.79	298.07	298.14	297.94	297.11	296.11	295.52	295.63	296.19	296.79	297.08	297.41
-14.5	297.8	298.09	298.17	297.98	297.19	296.2	295.62	295.72	296.26	296.83	297.1	297.43
-14.25	297.84	298.13	298.21	298.05	297.29	296.33	295.74	295.84	296.35	296.9	297.16	297.48
-14.0	297.86	298.15	298.24	298.09	297.37	296.42	295.85	295.93	296.43	296.94	297.19	297.5
-13.75	297.9	298.18	298.28	298.15	297.46	296.53	295.96	296.04	296.52	297.0	297.24	297.54
-13.5	297.95	298.23	298.34	298.22	297.56	296.65	296.09	296.16	296.62	297.08	297.3	297.6
-13.25	298.0	298.28	298.39	298.3	297.66	296.77	296.21	296.27	296.71	297.15	297.37	297.66
-13.0	298.05	298.32	298.45	298.36	297.75	296.88	296.33	296.39	296.81	297.22	297.43	297.71
-12.75	298.11	298.38	298.51	298.44	297.85	297.01	296.46	296.51	296.91	297.3	297.5	297.78
-12.5	298.15	298.41	298.54	298.48	297.92	297.09	296.55	296.6	296.98	297.35	297.55	297.82
-12.25	298.18	298.44	298.57	298.53	297.99	297.18	296.64	296.68	297.04	297.39	297.59	297.86
-12.0	298.22	298.49	298.62	298.58	298.06	297.27	296.74	296.77	297.1	297.43	297.63	297.9
-11.75	298.24	298.5	298.63	298.61	298.1	297.32	296.79	296.82	297.14	297.46	297.65	297.92
-11.5	298.26	298.52	298.66	298.64	298.15	297.39	296.86	296.89	297.19	297.49	297.68	297.95
-11.25	298.3	298.55	298.69	298.68	298.22	297.47	296.95	296.97	297.25	297.54	297.73	297.99
-11.0	298.32	298.58	298.72	298.72	298.28	297.55	297.03	297.05	297.31	297.58	297.76	298.02
-10.75	298.33	298.58	298.73	298.73	298.31	297.6	297.09	297.09	297.34	297.6	297.78	298.02
-10.5	298.34	298.6	298.74	298.75	298.35	297.65	297.15	297.15	297.37	297.62	297.8	298.04
-10.25	298.37	298.63	298.77	298.79	298.41	297.72	297.22	297.21	297.43	297.67	297.85	298.08
-10.0	298.39	298.65	298.79	298.81	298.45	297.77	297.27	297.26	297.47	297.71	297.88	298.11
-9.75	298.38	298.64	298.78	298.81	298.46	297.8	297.3	297.29	297.48	297.71	297.88	298.1
-9.5	298.4	298.66	298.8	298.83	298.5	297.85	297.37	297.34	297.52	297.74	297.9	298.12
-9.25	298.42	298.68	298.82	298.86	298.55	297.92	297.43	297.4	297.56	297.77	297.93	298.15
-9.0	298.42	298.68	298.83	298.88	298.58	297.96	297.48	297.45	297.6	297.8	297.96	298.16
-8.75	298.43	298.69	298.83	298.89	298.62	298.01	297.53	297.49	297.63	297.84	297.99	298.18
-8.5	298.43	298.69	298.84	298.9	298.65	298.05	297.58	297.54	297.67	297.87	298.01	298.19
-8.25	298.41	298.67	298.83	298.9	298.67	298.09	297.62	297.57	297.68	297.88	298.01	298.18
-8.0	298.42	298.68	298.84	298.92	298.7	298.14	297.68	297.62	297.72	297.92	298.04	298.2
-7.75	298.46	298.72	298.88	298.96	298.76	298.21	297.76	297.7	297.79	297.98	298.09	298.24
-7.5	298.47	298.73	298.89	298.98	298.79	298.26	297.82	297.75	297.83	298.02	298.12	298.26
-7.25	298.48	298.74	298.9	298.99	298.82	298.3	297.86	297.79	297.86	298.05	298.15	298.27
-7.0	298.49	298.76	298.92	299.01	298.85	298.34	297.89	297.82	297.89	298.08	298.17	298.29
-6.75	298.5	298.76	298.93	299.02	298.87	298.36	297.92	297.84	297.91	298.09	298.18	298.3
-6.5	298.49	298.76	298.92	299.01	298.87	298.37	297.93	297.85	297.91	298.09	298.18	298.29
-6.25	298.47	298.75	298.91	299.0	298.85	298.37	297.93	297.84	297.9	298.09	298.17	298.28
-6.0	298.47	298.74	298.9	298.99	298.85	298.38	297.95	297.85	297.91	298.09	298.17	298.28
-5.75	298.49	298.77	298.93	299.02	298.89	298.41	297.98	297.89	297.95	298.13	298.21	298.31
-5.5	298.52	298.79	298.95	299.04	298.92	298.45	298.02	297.92	297.99	298.18	298.26	298.34
-5.25	298.54	298.82	298.97	299.05	298.94	298.47	298.04	297.95	298.01	298.2	298.28	298.36
-5.0	298.55	298.83	298.99	299.07	298.95	298.48	298.06	297.97	298.03	298.22	298.29	298.37
-4.75	298.55	298.83	298.99	299.07	298.95	298.49	298.07	297.98	298.04	298.23	298.3	298.38
-4.5	298.53	298.81	298.97	299.05	298.94	298.48	298.06	297.97	298.04	298.22	298.29	298.36
-4.25	298.49	298.78	298.93	299.0	298.9	298.44	298.02	297.94	298.01	298.19	298.26	298.33
-4.0	298.46	298.74	298.89	298.97	298.86	298.41	297.99	297.91	297.97	298.16	298.23	298.29
-3.75	298.45	298.74	298.9	298.97	298.86	298.41	297.98	297.9	297.97	298.15	298.22	298.29
-3.5	298.44	298.73	298.89	298.97	298.86	298.4	297.97	297.89	297.95	298.14	298.22	298.28
-3.25	298.42	298.71	298.88	298.96	298.85	298.4	297.96	297.88	297.94	298.13	298.2	298.26
-3.0	298.44	298.74	298.91	298.99	298.89	298.44	298.0	297.91	297.97	298.16	298.23	298.29
-2.75	298.45	298.75	298.93	299.01	298.91	298.46	298.01	297.91	297.96	298.15	298.23	298.29
-2.5	298.47	298.78	298.95	299.03	298.94	298.49	298.03	297.92	297.97	298.16	298.24	298.31
-2.25	298.48	298.79	298.97	299.05	298.95	298.51	298.05	297.93	297.97	298.17	298.26	298.32
-2.0	298.46	298.78	298.95	299.03	298.94	298.5	298.04	297.92	297.95	298.15	298.24	298.3
-1.75	298.41	298.74	298.91	298.99	298.9	298.46	298.01	297.88	297.92	298.12	298.19	298.25
-1.5	298.38	298.71	298.88	298.97	298.87	298.43	297.98	297.86	297.9	298.1	298.17	298.22
-1.25	298.35	298.68	298.86	298.94	298.85	298.41	297.96	297.84	297.88	298.08	298.14	298.19
-1.0	298.34	298.68	298.86	298.94	298.84	298.42	297.97	297.84	297.88	298.07	298.13	298.18
-0.75	298.35	298.69	298.87	298.96	298.86	298.44	297.99	297.86	297.9	298.09	298.14	298.19
-0.5	298.37	298.7	298.89	298.98	298.88	298.46	298.02	297.89	297.93	298.12	298.16	298.2
-0.25	298.39	298.72	298.91	299.0	298.9	298.49	298.05	297.93	297.96	298.15	298.18	298.22
0.0	298.4	298.73	298.92	299.01	298.91	298.51	298.07	297.95	297.99	298.17	298.2	298.23
0.25	298.4	298.73	298.91	299.0	298.91	298.51	298.08	297.96	298.0	298.18	298.2	298.23
0.5	298.39	298.71	298.89	298.99	298.9	298.51	298.08	297.96	298.01	298.18	298.2	298.22
0.75	298.39	298.71	298.9	298.99	298.91	298.54	298.11	297.99	298.04	298.21	298.21	298.23
1.0	298.41	298.72	298.91	299.01	298.93	298.59	298.17	298.05	298.09	298.26	298.24	298.25
1.25	298.46	298.76	298.95	299.05	298.98	298.65	298.24	298.12	298.16	298.32	298.3	298.3
1.5	298.52	298.82	299.01	299.11	299.05	298.74	298.33	298.21	298.26	298.4	298.37	298.37
1.75	298.57	298.85	299.05	299.15	299.09	298.79	298.39	298.27	298.32	298.46	298.43	298.42
2.0	298.59	298.87	299.06	299.16	299.1	298.82	298.42	298.3	298.36	298.49	298.45	298.44
2.25	298.6	298.87	299.07	299.16	299.1	298.83	298.44	298.33	298.39	298.51	298.46	298.45
2.5	298.62	298.89	299.09	299.18	299.12	298.85	298.47	298.36	298.43	298.54	298.49	298.48
2.75	298.66	298.93	299.14	299.22	299.16	298.9	298.53	298.42	298.49	298.59	298.54	298.53
3.0	298.7	298.97	299.17	299.26	299.19	298.93	298.57	298.47	298.55	298.64	298.58	298.57
3.25	298.73	299.0	299.2	299.28	299.21	298.95	298.61	298.51	298.59	298.66	298.61	298.59
3.5	298.74	299.01	299.21	299.29	299.21	298.96	298.62	298.54	298.61	298.68	298.63	298.61
3.75	298.74	299.01	299.21	299.29	299.2	298.95	298.62	298.54	298.62	298.67	298.63	298.6
4.0	298.75	299.02	299.23	299.3	299.21	298.95	298.63	298.56	298.63	298.68	298.64	298.61
4.25	298.75	299.03	299.23	299.31	299.22	298.95	298.64	298.57	298.65	298.68	298.64	298.62
4.5	298.76	299.04	299.24	299.31	299.22	298.95	298.64	298.58	298.66	298.67	298.64	298.62
4.75	298.75	299.04	299.25	299.32	299.22	298.95	298.64	298.59	298.66	298.67	298.65	298.62
5.0	298.75	299.04	299.25	299.33	299.22	298.95	298.64	298.61	298.67	298.67	298.65	298.62
5.25	298.75	299.04	299.26	299.34	299.23	298.95	298.65	298.62	298.69	298.68	298.65	298.62
5.5	298.74	299.03	299.26	299.34	299.23	298.94	298.65	298.63	298.69	298.67	298.64	298.61
5.75	298.74	299.03	299.26	299.35	299.24	298.94	298.65	298.64	298.69	298.66	298.63	298.61
6.0	298.74	299.03	299.27	299.36	299.25	298.94	298.65	298.64	298.69	298.65	298.63	298.61
6.25	298.76	299.05	299.3	299.41	299.28	298.97	298.67	298.66	298.71	298.67	298.65	298.63
6.5	298.77	299.07	299.33	299.44	299.31	298.98	298.68	298.67	298.72	298.68	298.66	298.65
6.75	298.77	299.06	299.34	299.46	299.32	298.98	298.66	298.66	298.71	298.67	298.66	298.65
7.0	298.75	299.04	299.35	299.48	299.34	298.99	298.66	298.65	298.7	298.67	298.67	298.66
7.25	298.75	299.04	299.37	299.53	299.38	299.02	298.68	298.66	298.71	298.69	298.69	298.68
7.5	298.76	299.06	299.41	299.59	299.44	299.06	298.71	298.68	298.73	298.72	298.73	298.71
7.75	298.76	299.05	299.44	299.64	299.49	299.1	298.73	298.7	298.75	298.74	298.76	298.72
8.0	298.74	299.04	299.45	299.68	299.53	299.13	298.75	298.71	298.76	298.76	298.78	298.73
8.25	298.71	299.02	299.46	299.72	299.58	299.17	298.78	298.73	298.78	298.78	298.81	298.73
8.5	298.66	298.97	299.45	299.75	299.62	299.22	298.81	298.74	298.79	298.81	298.82	298.71
8.75	298.62	298.93	299.44	299.77	299.66	299.25	298.83	298.75	298.8	298.82	298.84	298.69
9.0	298.58	298.89	299.42	299.78	299.7	299.29	298.85	298.76	298.81	298.84	298.85	298.67
9.25	298.53	298.84	299.4	299.8	299.73	299.33	298.87	298.78	298.82	298.86	298.85	298.65
9.5	298.49	298.8	299.37	299.81	299.77	299.38	298.91	298.8	298.84	298.88	298.86	298.62
9.75	298.46	298.77	299.37	299.84	299.82	299.44	298.96	298.83	298.88	298.91	298.88	298.61
10.0	298.4	298.71	299.34	299.86	299.87	299.5	299.01	298.88	298.92	298.94	298.89	298.58
10.25	298.35	298.66	299.3	299.86	299.93	299.58	299.09	298.95	298.99	298.99	298.91	298.57
10.5	298.32	298.63	299.28	299.88	299.98	299.64	299.15	299.0	299.04	299.04	298.94	298.56
10.75	298.27	298.57	299.24	299.87	300.0	299.67	299.18	299.02	299.06	299.07	298.95	298.53
11.0	298.25	298.55	299.24	299.92	300.07	299.76	299.27	299.1	299.13	299.15	299.01	298.55
11.25	298.25	298.55	299.25	299.96	300.15	299.85	299.37	299.19	299.21	299.24	299.08	298.56
11.5	298.2	298.5	299.21	299.96	300.19	299.9	299.42	299.23	299.26	299.29	299.1	298.54
11.75	298.13	298.43	299.16	299.93	300.21	299.92	299.45	299.25	299.29	299.32	299.1	298.5
12.0	298.07	298.37	299.12	299.92	300.24	299.96	299.49	299.29	299.33	299.37	299.1	298.45
12.25	298.01	298.32	299.09	299.93	300.28	300.02	299.54	299.34	299.38	299.42	299.12	298.41
12.5	297.95	298.27	299.06	299.93	300.32	300.07	299.59	299.39	299.44	299.47	299.13	298.37
12.75	297.89	298.21	299.02	299.92	300.34	300.12	299.65	299.45	299.49	299.52	299.12	298.33
13.0	297.81	298.13	298.96	299.87	300.33	300.13	299.68	299.48	299.52	299.54	299.11	298.27
13.25	297.72	298.05	298.89	299.82	300.31	300.14	299.7	299.49	299.54	299.56	299.08	298.19
13.5	297.63	297.97	298.83	299.78	300.3	300.15	299.72	299.52	299.57	299.58	299.06	298.12
13.75	297.52	297.87	298.75	299.72	300.28	300.14	299.73	299.53	299.58	299.58	299.01	298.03
14.0	297.38	297.73	298.63	299.63	300.22	300.12	299.71	299.51	299.58	299.56	298.93	297.91
14.25	297.22	297.58	298.49	299.52	300.15	300.09	299.7	299.5	299.58	299.53	298.84	297.76
14.5	297.08	297.45	298.38	299.43	300.11	300.09	299.72	299.53	299.61	299.53	298.77	297.64
14.75	296.96	297.34	298.29	299.37	300.09	300.11	299.76	299.57	299.66	299.54	298.72	297.54
15.0	296.8	297.19	298.15	299.26	300.03	300.09	299.78	299.59	299.68	299.51	298.63	297.4
15.25	296.67	297.07	298.04	299.17	299.99	300.11	299.83	299.66	299.74	299.51	298.56	297.28
15.5	296.59	297.0	297.98	299.14	300.01	300.17	299.93	299.77	299.83	299.55	298.55	297.22
15.75	296.53	296.94	297.95	299.12	300.03	300.23	300.02	299.88	299.92	299.6	298.54	297.17
16.0	296.42	296.85	297.88	299.07	300.01	300.24	300.06	299.93	299.97	299.6	298.49	297.08
16.25	296.28	296.73	297.77	298.99	299.97	300.23	300.07	299.95	299.97	299.57	298.41	296.95
16.5	296.14	296.59	297.66	298.91	299.92	300.21	300.07	299.97	299.97	299.52	298.31	296.82
16.75	295.98	296.44	297.53	298.81	299.85	300.18	300.06	299.98	299.96	299.46	298.2	296.67
17.0	295.81	296.29	297.41	298.7	299.79	300.15	300.06	300.0	299.96	299.4	298.08	296.51
17.25	295.67	296.17	297.31	298.64	299.76	300.15	300.09	300.05	299.98	299.36	297.99	296.38
17.5	295.56	296.07	297.24	298.6	299.75	300.17	300.14	300.12	300.02	299.34	297.92	296.28
17.75	295.46	295.98	297.18	298.57	299.75	300.2	300.19	300.19	300.05	299.31	297.86	296.18
18.0	295.32	295.86	297.09	298.5	299.71	300.19	300.22	300.23	300.04	299.26	297.76	296.06
18.25	295.17	295.73	296.98	298.42	299.66	300.17	300.23	300.25	300.03	299.2	297.65	295.91
18.5	295.03	295.59	296.86	298.32	299.59	300.15	300.22	300.26	300.01	299.14	297.54	295.77
18.75	294.88	295.45	296.72	298.2	299.51	300.1	300.21	300.25	299.98	299.07	297.44	295.63
19.0	294.71	295.29	296.58	298.09	299.43	300.06	300.18	300.24	299.93	298.98	297.31	295.47
19.25	294.53	295.11	296.43	297.96	299.35	300.01	300.14	300.2	299.88	298.88	297.16	295.3
19.5	294.36	294.95	296.29	297.85	299.26	299.96	300.11	300.18	299.83	298.79	297.04	295.14
19.75	294.22	294.82	296.18	297.76	299.21	299.94	300.11	300.18	299.8	298.74	296.94	295.01
20.0	294.09	294.71	296.09	297.71	299.19	299.94	300.13	300.2	299.81	298.7	296.86	294.89
20.25	293.96	294.59	296.0	297.65	299.17	299.96	300.16	300.24	299.82	298.67	296.79	294.78
20.5	293.83	294.47	295.91	297.59	299.15	299.97	300.19	300.27	299.83	298.64	296.71	294.65
20.75	293.69	294.34	295.8	297.52	299.12	299.98	300.21	300.29	299.83	298.6	296.62	294.53
21.0	293.55	294.21	295.7	297.45	299.08	299.97	300.22	300.3	299.82	298.56	296.54	294.4
21.25	293.4	294.07	295.58	297.36	299.02	299.94	300.21	300.3	299.8	298.51	296.45	294.27
21.5	293.23	293.91	295.44	297.25	298.94	299.9	300.19	300.29	299.77	298.45	296.34	294.12
21.75	293.07	293.76	295.32	297.17	298.88	299.87	300.18	300.28	299.75	298.38	296.22	293.96
22.0	292.89	293.6	295.19	297.06	298.81	299.84	300.17	300.26	299.71	298.31	296.1	293.8
22.25	292.71	293.42	295.03	296.94	298.71	299.79	300.13	300.23	299.66	298.22	295.97	293.63
22.5	292.53	293.24	294.87	296.8	298.6	299.72	300.09	300.18	299.61	298.14	295.84	293.47
22.75	292.35	293.06	294.7	296.65	298.48	299.64	300.02	300.12	299.54	298.03	295.7	293.29
23.0	292.15	292.86	294.52	296.49	298.36	299.56	299.96	300.05	299.45	297.92	295.55	293.11
23.25	291.96	292.67	294.34	296.34	298.24	299.48	299.89	299.98	299.37	297.81	295.4	292.93
23.5	291.8	292.51	294.19	296.21	298.14	299.42	299.85	299.93	299.31	297.72	295.28	292.78
23.75	291.66	292.37	294.06	296.1	298.06	299.39	299.83	299.91	299.28	297.67	295.19	292.66
24.0	291.53	292.23	293.94	296.0	297.99	299.36	299.82	299.9	299.26	297.63	295.11	292.54
24.25	291.37	292.07	293.79	295.87	297.9	299.32	299.79	299.87	299.23	297.56	295.0	292.4
24.5	291.21	291.9	293.63	295.73	297.8	299.28	299.77	299.85	299.19	297.49	294.89	292.25
24.75	291.04	291.73	293.47	295.6	297.71	299.25	299.78	299.85	299.17	297.43	294.77	292.11
25.0	290.87	291.56	293.31	295.46	297.6	299.2	299.76	299.83	299.13	297.35	294.65	291.95
25.25	290.67	291.36	293.14	295.31	297.49	299.14	299.73	299.8	299.08	297.27	294.51	291.77
25.5	290.47	291.18	292.99	295.2	297.44	299.13	299.74	299.82	299.07	297.2	294.37	291.59
25.75	290.31	291.03	292.86	295.12	297.4	299.14	299.78	299.86	299.09	297.16	294.27	291.45
26.0	290.14	290.86	292.72	295.0	297.33	299.13	299.8	299.88	299.09	297.11	294.16	291.3
26.25	289.95	290.68	292.54	294.85	297.22	299.08	299.8	299.88	299.07	297.02	294.02	291.12
26.5	289.74	290.46	292.34	294.68	297.09	299.02	299.78	299.88	299.03	296.92	293.85	290.92
26.75	289.47	290.19	292.09	294.47	296.95	298.95	299.75	299.84	298.95	296.76	293.63	290.67
27.0	289.14	289.86	291.77	294.19	296.73	298.8	299.66	299.74	298.81	296.55	293.35	290.36
27.25	288.78	289.51	291.42	293.88	296.48	298.62	299.53	299.61	298.64	296.32	293.06	290.03
27.5	288.42	289.14	291.05	293.54	296.21	298.42	299.38	299.47	298.46	296.07	292.76	289.69
27.75	288.02	288.73	290.64	293.16	295.88	298.17	299.19	299.28	298.24	295.78	292.41	289.31
28.0	287.59	288.29	290.21	292.77	295.55	297.93	299.0	299.09	298.0	295.47	292.03	288.9
28.25	287.21	287.91	289.83	292.44	295.27	297.73	298.85	298.94	297.81	295.2	291.7	288.55
28.5	286.86	287.56	289.48	292.12	295.0	297.53	298.69	298.78	297.63	294.96	291.41	288.22
28.75	286.55	287.25	289.17	291.82	294.75	297.34	298.56	298.66	297.47	294.74	291.14	287.92
29.0	286.31	287.01	288.94	291.62	294.59	297.23	298.49	298.6	297.37	294.59	290.94	287.7
29.25	286.06	286.76	288.7	291.41	294.41	297.11	298.41	298.53	297.25	294.41	290.71	287.45
29.5	285.77	286.48	288.42	291.15	294.19	296.94	298.29	298.41	297.09	294.18	290.44	287.18
29.75	285.48	286.18	288.12	290.88	293.95	296.76	298.16	298.29	296.92	293.94	290.14	286.88
30.0	285.18	285.89	287.83	290.61	293.72	296.58	298.04	298.18	296.76	293.71	289.85	286.57
30.25	284.87	285.59	287.53	290.32	293.47	296.39	297.91	298.05	296.59	293.47	289.56	286.27
30.5	284.61	285.33	287.28	290.08	293.24	296.21	297.8	297.95	296.45	293.26	289.31	286.01
30.75	284.39	285.11	287.07	289.89	293.07	296.08	297.72	297.89	296.36	293.13	289.12	285.81
31.0	284.2	284.91	286.87	289.71	292.9	295.96	297.66	297.84	296.28	293.0	288.95	285.62
31.25	283.99	284.7	286.66	289.5	292.7	295.79	297.57	297.77	296.17	292.85	288.76	285.42
31.5	283.79	284.49	286.45	289.3	292.51	295.64	297.48	297.7	296.07	292.71	288.58	285.24
31.75	283.6	284.29	286.25	289.11	292.35	295.52	297.41	297.63	295.97	292.57	288.41	285.05
32.0	283.4	284.09	286.05	288.92	292.17	295.38	297.32	297.55	295.86	292.42	288.22	284.86
32.25	283.17	283.83	285.8	288.67	291.93	295.17	297.18	297.43	295.7	292.22	287.99	284.63
32.5	282.89	283.53	285.48	288.36	291.62	294.9	296.97	297.25	295.49	291.96	287.73	284.38
