Selection of zonal-mean variables from ICE-6G_C 

References: 
Argus, D.F., Peltier, W.R., Drummond, R. and Moore, A.W.(2014) The Antarctica component of postglacial rebound model ICE-6G_C (VM5a) based upon GPS positioning, exposure age dating of ice thicknesses, and relative sea level histories. Geophys. J. Int., 198(1), 537-563, doi:10.1093/gji/ggu140. 
& 
Peltier, W.R., Argus, D.F. and Drummond, R. (2015) Space geodesy constrains ice-age terminal deglaciation: The global ICE-6G_C (VM5a) model. J. Geophys. Res. Solid Earth, 120, 450-487, doi:10.1002/2014JB011176. 

Latitude	lf_pd	lf_lgm	orog_pd	orog_lgm	if_pd	if_lgm
-36.5	0.0743055534362793	0.09537037849426269	439.19000244140625	528.3908081054688	0.0	0.0
-35.5	0.07839506149291992	0.10393518447875977	407.3125	494.4764099121094	0.0	0.0
-34.5	0.09791666984558106	0.13425925254821777	316.5054931640625	403.4311218261719	0.0	0.0
-33.5	0.1413580322265625	0.16759260177612303	359.6034240722656	449.10400390625	0.0	0.0
-32.5	0.16072530746459962	0.1917438316345215	426.4397277832031	514.3186645507812	0.0	0.0
-31.5	0.1864197540283203	0.19830245971679689	512.9391479492188	600.6312255859375	0.0	0.0
-30.5	0.19945985794067383	0.20609567642211915	491.4203186035156	578.4805297851562	0.0	0.0
-29.5	0.2055555534362793	0.2144290351867676	558.9755859375	646.00390625	0.0	0.0
-28.5	0.21226850509643555	0.22206789016723633	617.3946533203125	704.0339965820312	0.0	0.0
-27.5	0.2184413719177246	0.2256944465637207	637.2304077148438	723.5277709960938	0.0	0.0
-26.5	0.219135799407959	0.2284722137451172	687.5753784179688	774.18017578125	0.0	0.0
-25.5	0.22237653732299806	0.24066356658935548	712.2111206054688	798.7432861328125	0.0	0.0
-24.5	0.23765432357788085	0.2523919868469238	628.5035400390625	715.9601440429688	0.0	0.0
-23.5	0.2426697540283203	0.25501543045043945	630.915283203125	718.0011596679688	0.0	0.0
-22.5	0.25084877014160156	0.26651233673095703	670.6210327148438	758.1400756835938	0.0	0.0
-21.5	0.24953702926635743	0.270910472869873	681.1116943359375	768.6243896484375	0.0	0.0
-20.5	0.241898136138916	0.2673611068725586	717.0587158203125	803.8023071289062	0.0	0.0
-19.5	0.23202159881591797	0.26550928115844724	783.1448974609375	870.73681640625	0.0	0.0
-18.5	0.23487651824951172	0.25648147583007813	751.9119873046875	839.3436279296875	0.0	0.0
-17.5	0.2414352035522461	0.26442901611328123	734.48291015625	821.3176879882812	0.0	0.0
-16.5	0.2388888931274414	0.2699074172973633	729.6072387695312	817.1640014648438	0.0	0.0
-15.5	0.23155864715576172	0.26157405853271487	791.7127075195312	878.9063110351562	0.0	0.0
-14.5	0.21859567642211913	0.25185182571411135	873.4151611328125	960.3843383789062	0.0	0.0
-13.5	0.20841047286987305	0.24205245971679687	867.7117919921875	954.3659057617188	0.0	0.0
-12.5	0.2024691390991211	0.2434413719177246	721.2307739257812	807.65625	0.0	0.0
-11.5	0.19043210983276368	0.2429783821105957	756.5635986328125	842.6804809570312	0.0	0.0
-10.5	0.1930555534362793	0.24992284774780274	725.3628540039062	810.7994995117188	0.0	0.0
-9.5	0.20702159881591797	0.250771598815918	580.9075317382812	665.9688720703125	0.0	0.0
-8.5	0.22484567642211914	0.269135799407959	536.720458984375	622.5162353515625	0.0	0.0
-7.5	0.2381944465637207	0.27067901611328127	511.5484619140625	596.731689453125	0.0	0.0
-6.5	0.23811729431152343	0.2824074172973633	536.8650512695312	622.26220703125	0.0	0.0
-5.5	0.23618827819824217	0.2912036895751953	444.7770080566406	530.2546997070312	0.0	0.0
-4.5	0.2390431785583496	0.28842592239379883	419.632568359375	505.88690185546875	0.0	0.0
-3.5	0.2534722137451172	0.29498456954956054	448.381591796875	534.1455078125	0.0	0.0
-2.5	0.24243825912475586	0.28533952713012695	377.4438781738281	462.9165954589844	0.0	0.0
-1.5	0.23564813613891603	0.2770061874389648	430.8119201660156	517.0331420898438	0.0	0.0
-0.5	0.21905864715576173	0.2659722137451172	473.4006652832031	558.0379028320312	0.0	0.0
0.5	0.21921297073364257	0.2627314758300781	444.1224670410156	529.5819091796875	0.0	0.0
1.5	0.21504629135131836	0.2530864334106445	451.3688659667969	536.6859741210938	0.0	0.0
2.5	0.20771604537963867	0.2472222137451172	481.980712890625	567.9205322265625	0.0	0.0
3.5	0.20092592239379883	0.24591047286987305	477.9131774902344	562.6514282226562	0.0	0.0
4.5	0.21157405853271485	0.26566356658935547	547.5640869140625	634.1986694335938	0.0	0.0
5.5	0.22924381256103515	0.27492284774780273	602.8389892578125	687.6793823242188	0.0	0.0
6.5	0.23325618743896484	0.2850308609008789	544.0497436523438	630.149169921875	0.0	0.0
7.5	0.24521604537963868	0.2945987701416016	491.1690368652344	576.2225952148438	0.0	0.0
8.5	0.2506944465637207	0.30154321670532225	498.5800476074219	584.3660888671875	0.0	0.0
9.5	0.24282405853271485	0.294521598815918	510.32794189453125	594.0240478515625	0.0	0.0
10.5	0.2375	0.28896604537963866	493.286376953125	579.720458984375	0.0	0.0
11.5	0.2148919677734375	0.263271598815918	449.79302978515625	533.3167114257812	0.0	0.0
12.5	0.2209105110168457	0.25385801315307616	419.99737548828125	503.6680603027344	0.0	0.0
13.5	0.23587961196899415	0.26404321670532227	380.32305908203125	464.8517150878906	0.0	0.0
14.5	0.25293210983276365	0.28109567642211913	486.8999328613281	573.7796630859375	0.0	0.0
15.5	0.25987653732299804	0.2934413528442383	480.42901611328125	566.7613525390625	0.0	0.0
16.5	0.27368825912475586	0.3005401229858398	454.4690246582031	540.414794921875	0.0	0.0
17.5	0.291589527130127	0.31450618743896486	515.2462158203125	602.043701171875	0.0	0.0
18.5	0.3111111068725586	0.3439043426513672	470.0218200683594	555.6980590820312	0.0	0.0
19.5	0.31118825912475584	0.34266975402832034	550.3527221679688	635.758056640625	0.0	0.0
20.5	0.3200617218017578	0.3667438507080078	526.4078979492188	612.7025146484375	0.0	0.0
21.5	0.33672840118408204	0.3902777862548828	481.0215148925781	567.3410034179688	0.0	0.0
22.5	0.35856483459472654	0.40478397369384767	494.2587585449219	579.9940185546875	0.0	0.0
23.5	0.36311729431152345	0.39212963104248044	610.5100708007812	696.4472045898438	0.0	0.0
24.5	0.36057098388671877	0.3986882781982422	585.0146484375	670.6978149414062	0.0	0.0
25.5	0.37677467346191407	0.4236882781982422	605.65966796875	691.4935913085938	0.0	0.0
26.5	0.3902777862548828	0.4304012680053711	582.472412109375	669.1802368164062	0.0	0.0
27.5	0.4045524597167969	0.43950618743896486	745.4331665039062	832.2191162109375	0.0	0.0
28.5	0.41080245971679685	0.4645061874389648	1032.1004638671875	1118.818603515625	0.0	0.0
29.5	0.41697532653808594	0.4706789779663086	1161.8310546875	1248.632080078125	0.0	0.0
30.5	0.44220680236816406	0.4773919677734375	1175.9459228515625	1263.2281494140625	0.0	0.0
31.5	0.4310185623168945	0.46689811706542966	1288.115966796875	1375.0076904296875	0.0	0.0
32.5	0.41689815521240237	0.44629634857177736	1422.2774658203125	1509.2816162109375	0.0	0.0
33.5	0.4035493850708008	0.4419753265380859	1622.30078125	1708.9771728515625	0.0	0.0
34.5	0.4108796310424805	0.45686729431152345	1594.902587890625	1683.00927734375	0.0	0.0
35.5	0.42191356658935547	0.4579475402832031	1712.6614990234375	1800.0135498046875	0.0	0.0
36.5	0.4185184860229492	0.4553240966796875	1498.08935546875	1586.4345703125	0.0	0.007720317244529724
37.5	0.41921295166015626	0.4683642196655273	1369.08203125	1460.062255859375	0.0	0.011595803499221801
38.5	0.4175925827026367	0.4656635665893555	1239.9771728515625	1328.811767578125	0.0	0.003880265951156616
39.5	0.43140430450439454	0.47314815521240233	1086.719970703125	1183.58935546875	0.0	0.021463067531585694
40.5	0.4571759033203125	0.4872685623168945	941.6356201171875	1052.0572509765625	0.0	0.054328413009643556
41.5	0.455478401184082	0.48634254455566406	961.7412719726562	1103.3597412109375	0.0	0.09468701362609863
42.5	0.4577160263061523	0.4939814376831055	1009.4544677734375	1180.8585205078125	0.0	0.12407283782958985
43.5	0.48356483459472654	0.5448302459716797	809.099853515625	1080.7835693359375	0.0	0.15621508598327638
44.5	0.49583332061767577	0.5627315139770508	646.6708374023438	968.6334838867188	0.0	0.18440710067749022
45.5	0.5102623748779297	0.5908179092407226	623.6853637695312	956.167236328125	0.0	0.206865234375
46.5	0.5209877014160156	0.6036265182495117	669.4365234375	1007.4821166992188	0.0	0.2033934211730957
47.5	0.5433642196655274	0.6050925445556641	613.9566650390625	1015.1868286132812	0.0	0.2290483283996582
48.5	0.5614198303222656	0.6072530746459961	610.5137939453125	1077.6009521484375	0.0	0.2667674446105957
49.5	0.5645061874389649	0.6213734817504882	598.0127563476562	1101.5826416015625	0.0	0.29387643814086917
50.5	0.5798611068725585	0.6200617218017578	561.92822265625	1224.6522216796875	0.00545575499534607	0.31459856033325195
51.5	0.5968364334106445	0.6310956954956055	521.1133422851562	1221.73046875	0.0027149319648742676	0.32965866088867185
52.5	0.6064043045043945	0.6537036895751953	479.1581726074219	1184.11865234375	0.005344191193580627	0.37079925537109376
53.5	0.5972222137451172	0.6598765563964843	416.8048400878906	1172.314697265625	0.0	0.3993136215209961
54.5	0.5641974639892579	0.6612654113769532	417.5976257324219	1256.2659912109375	0.0	0.41870674133300784
55.5	0.5388117218017578	0.6518518829345703	424.3895568847656	1289.806884765625	0.005423886775970459	0.39878990173339846
56.5	0.5402006149291992	0.6736882781982422	439.7054748535156	1276.6361083984375	0.0029817166924476623	0.40117481231689456
57.5	0.5318672943115235	0.7097222137451172	398.76165771484375	1206.140869140625	0.005815077424049377	0.40437156677246094
58.5	0.531635856628418	0.7190586853027344	340.92529296875	1190.01416015625	0.0011611029505729676	0.413922119140625
59.5	0.5644290542602539	0.751543197631836	333.6396789550781	1137.76318359375	0.015735360383987426	0.40379638671875
60.5	0.6314043045043946	0.7909722137451172	389.33892822265625	1145.5322265625	0.026153476238250734	0.4102195358276367
61.5	0.6738426208496093	0.8152006530761718	464.814453125	1186.331298828125	0.03104762315750122	0.4169624328613281
62.5	0.7031636047363281	0.8368055725097656	442.98529052734375	1108.0732421875	0.021228828430175782	0.36712203979492186
63.5	0.7183641815185546	0.8436728668212891	449.4634704589844	1124.729736328125	0.03116347551345825	0.36971824645996093
64.5	0.7600308990478516	0.8671295928955078	464.20556640625	1172.4344482421875	0.030531585216522217	0.3631239700317383
65.5	0.782716064453125	0.8817130279541016	433.42425537109375	1109.969970703125	0.03641315221786499	0.36251934051513673
66.5	0.779783935546875	0.8719136047363282	395.2825927734375	1040.8651123046875	0.05491649627685547	0.38683017730712893
67.5	0.7566358184814453	0.8589506530761719	450.907470703125	1081.2913818359375	0.06178190231323242	0.41820343017578127
68.5	0.695293197631836	0.8491512298583984	461.3148193359375	919.8471069335938	0.07814061164855957	0.4122700500488281
69.5	0.6140431976318359	0.8408950805664063	478.3236999511719	914.5990600585938	0.10755424499511719	0.40755634307861327
70.5	0.49066356658935545	0.8240740966796875	436.2784423828125	952.534423828125	0.14291206359863282	0.4183833694458008
71.5	0.40949073791503904	0.7690586090087891	543.1607666015625	1053.9302978515625	0.17701202392578125	0.47240802764892575
72.5	0.36257717132568357	0.7365740966796875	641.4803466796875	1059.0587158203125	0.21543588638305664	0.5138134384155273
73.5	0.27993825912475584	0.6969136047363281	845.8646850585938	1123.203857421875	0.3034538841247559	0.5511932754516602
74.5	0.21851852416992187	0.6770061492919922	1083.498046875	1293.27734375	0.4405087661743164	0.6317360305786133
75.5	0.2849536895751953	0.6524691772460938	972.925048828125	1328.189697265625	0.37170928955078125	0.6664654541015625
76.5	0.2423611068725586	0.6449845123291016	1088.586181640625	1530.981689453125	0.49708602905273436	0.8498774719238281
77.5	0.2056327247619629	0.6356481552124024	1272.8636474609375	1658.26904296875	0.6422555541992188	0.9487179565429688
78.5	0.2388888931274414	0.5976080322265624	1167.4537353515625	1599.3699951171875	0.6355938339233398	0.9473446655273438
79.5	0.23788579940795898	0.5135030746459961	1024.0843505859375	1566.416015625	0.5632028198242187	0.9202864074707031
80.5	0.2395833396911621	0.46867286682128906	880.7719116210938	1476.7703857421875	0.4765365219116211	0.9439009094238281
81.5	0.2	0.3727623748779297	655.642333984375	1606.93310546875	0.41312477111816404	0.9837640380859375
82.5	0.130324068069458	0.1718364143371582	643.7133178710938	1615.6370849609375	0.19166915893554687	0.9032588958740234
